,,,Up_SR,Down_SR,Up_TR,Down_TR
period1,sc01,t1878, 0 , 0 ,,
period1,sc01,t1879, 0 , 0 ,,
period1,sc01,t1880, 0 , 0 ,,
period1,sc01,t1881, 0 , 0 ,,
period1,sc01,t1882, 0 , 0 ,,
period1,sc01,t1883, 0 , 0 ,,
period1,sc01,t1884, 0 , 0 ,,
period1,sc01,t1885, 0 , 0 ,,
period1,sc01,t1886, 0 , 0 ,,
period1,sc01,t1887, 0 , 0 ,,
period1,sc01,t1888, 0 , 0 ,,
period1,sc01,t1889, 0 , 0 ,,
period1,sc01,t1890, 0 , 0 ,,
period1,sc01,t1891, 0 , 0 ,,
period1,sc01,t1892, 0 , 0 ,,
period1,sc01,t1893, 0 , 0 ,,
period1,sc01,t1894, 0 , 0 ,,
period1,sc01,t1895, 0 , 0 ,,
period1,sc01,t1896, 0 , 0 ,,
period1,sc01,t1897, 0 , 0 ,,
period1,sc01,t1898, 0 , 0 ,,
period1,sc01,t1899, 0 , 0 ,,
period1,sc01,t1900, 0 , 0 ,,
period1,sc01,t1901, 0 , 0 ,,
period1,sc01,t1902, 0 , 0 ,,
period1,sc01,t1903, 0 , 0 ,,
period1,sc01,t1904, 0 , 0 ,,
period1,sc01,t1905, 0 , 0 ,,
period1,sc01,t1906, 0 , 0 ,,
period1,sc01,t1907, 0 , 0 ,,
period1,sc01,t1908, 0 , 0 ,,
period1,sc01,t1909, 0 , 0 ,,
period1,sc01,t1910, 0 , 0 ,,
period1,sc01,t1911, 0 , 0 ,,
period1,sc01,t1912, 0 , 0 ,,
period1,sc01,t1913, 0 , 0 ,,
period1,sc01,t1914, 0 , 0 ,,
period1,sc01,t1915, 0 , 0 ,,
period1,sc01,t1916, 0 , 0 ,,
period1,sc01,t1917, 0 , 0 ,,
period1,sc01,t1918, 0 , 0 ,,
period1,sc01,t1919, 0 , 0 ,,
period1,sc01,t1920, 0 , 0 ,,
period1,sc01,t1921, 0 , 0 ,,
period1,sc01,t1922, 0 , 0 ,,
period1,sc01,t1923, 0 , 0 ,,
period1,sc01,t1924, 0 , 0 ,,
period1,sc01,t1925, 0 , 0 ,,
period1,sc01,t1926, 0 , 0 ,,
period1,sc01,t1927, 0 , 0 ,,
period1,sc01,t1928, 0 , 0 ,,
period1,sc01,t1929, 0 , 0 ,,
period1,sc01,t1930, 0 , 0 ,,
period1,sc01,t1931, 0 , 0 ,,
period1,sc01,t1932, 0 , 0 ,,
period1,sc01,t1933, 0 , 0 ,,
period1,sc01,t1934, 0 , 0 ,,
period1,sc01,t1935, 0 , 0 ,,
period1,sc01,t1936, 0 , 0 ,,
period1,sc01,t1937, 0 , 0 ,,
period1,sc01,t1938, 0 , 0 ,,
period1,sc01,t1939, 0 , 0 ,,
period1,sc01,t1940, 0 , 0 ,,
period1,sc01,t1941, 0 , 0 ,,
period1,sc01,t1942, 0 , 0 ,,
period1,sc01,t1943, 0 , 0 ,,
period1,sc01,t1944, 0 , 0 ,,
period1,sc01,t1945, 0 , 0 ,,
period1,sc01,t1946, 0 , 0 ,,
period1,sc01,t1947, 0 , 0 ,,
period1,sc01,t1948, 0 , 0 ,,
period1,sc01,t1949, 0 , 0 ,,
period1,sc01,t1950, 0 , 0 ,,
period1,sc01,t1951, 0 , 0 ,,
period1,sc01,t1952, 0 , 0 ,,
period1,sc01,t1953, 0 , 0 ,,
period1,sc01,t1954, 0 , 0 ,,
period1,sc01,t1955, 0 , 0 ,,
period1,sc01,t1956, 0 , 0 ,,
period1,sc01,t1957, 0 , 0 ,,
period1,sc01,t1958, 0 , 0 ,,
period1,sc01,t1959, 0 , 0 ,,
period1,sc01,t1960, 0 , 0 ,,
period1,sc01,t1961, 0 , 0 ,,
period1,sc01,t1962, 0 , 0 ,,
period1,sc01,t1963, 0 , 0 ,,
period1,sc01,t1964, 0 , 0 ,,
period1,sc01,t1965, 0 , 0 ,,
period1,sc01,t1966, 0 , 0 ,,
period1,sc01,t1967, 0 , 0 ,,
period1,sc01,t1968, 0 , 0 ,,
period1,sc01,t1969, 0 , 0 ,,
period1,sc01,t1970, 0 , 0 ,,
period1,sc01,t1971, 0 , 0 ,,
period1,sc01,t1972, 0 , 0 ,,
period1,sc01,t1973, 0 , 0 ,,
period1,sc01,t1974, 0 , 0 ,,
period1,sc01,t1975, 0 , 0 ,,
period1,sc01,t1976, 0 , 0 ,,
period1,sc01,t1977, 0 , 0 ,,
period1,sc01,t1978, 0 , 0 ,,
period1,sc01,t1979, 0 , 0 ,,
period1,sc01,t1980, 0 , 0 ,,
period1,sc01,t1981, 0 , 0 ,,
period1,sc01,t1982, 0 , 0 ,,
period1,sc01,t1983, 0 , 0 ,,
period1,sc01,t1984, 0 , 0 ,,
period1,sc01,t1985, 0 , 0 ,,
period1,sc01,t1986, 0 , 0 ,,
period1,sc01,t1987, 0 , 0 ,,
period1,sc01,t1988, 0 , 0 ,,
period1,sc01,t1989, 0 , 0 ,,
period1,sc01,t1990, 0 , 0 ,,
period1,sc01,t1991, 0 , 0 ,,
period1,sc01,t1992, 0 , 0 ,,
period1,sc01,t1993, 0 , 0 ,,
period1,sc01,t1994, 0 , 0 ,,
period1,sc01,t1995, 0 , 0 ,,
period1,sc01,t1996, 0 , 0 ,,
period1,sc01,t1997, 0 , 0 ,,
period1,sc01,t1998, 0 , 0 ,,
period1,sc01,t1999, 0 , 0 ,,
period1,sc01,t2000, 0 , 0 ,,
period1,sc01,t2001, 0 , 0 ,,
period1,sc01,t2002, 0 , 0 ,,
period1,sc01,t2003, 0 , 0 ,,
period1,sc01,t2004, 0 , 0 ,,
period1,sc01,t2005, 0 , 0 ,,
period1,sc01,t2006, 0 , 0 ,,
period1,sc01,t2007, 0 , 0 ,,
period1,sc01,t2008, 0 , 0 ,,
period1,sc01,t2009, 0 , 0 ,,
period1,sc01,t2010, 0 , 0 ,,
period1,sc01,t2011, 0 , 0 ,,
period1,sc01,t2012, 0 , 0 ,,
period1,sc01,t2013, 0 , 0 ,,
period1,sc01,t2014, 0 , 0 ,,
period1,sc01,t2015, 0 , 0 ,,
period1,sc01,t2016, 0 , 0 ,,
period1,sc01,t2017, 0 , 0 ,,
period1,sc01,t2018, 0 , 0 ,,
period1,sc01,t2019, 0 , 0 ,,
period1,sc01,t2020, 0 , 0 ,,
period1,sc01,t2021, 0 , 0 ,,
period1,sc01,t2022, 0 , 0 ,,
period1,sc01,t2023, 0 , 0 ,,
period1,sc01,t2024, 0 , 0 ,,
period1,sc01,t2025, 0 , 0 ,,
period1,sc01,t2026, 0 , 0 ,,
period1,sc01,t2027, 0 , 0 ,,
period1,sc01,t2028, 0 , 0 ,,
period1,sc01,t2029, 0 , 0 ,,
period1,sc01,t2030, 0 , 0 ,,
period1,sc01,t2031, 0 , 0 ,,
period1,sc01,t2032, 0 , 0 ,,
period1,sc01,t2033, 0 , 0 ,,
period1,sc01,t2034, 0 , 0 ,,
period1,sc01,t2035, 0 , 0 ,,
period1,sc01,t2036, 0 , 0 ,,
period1,sc01,t2037, 0 , 0 ,,
period1,sc01,t2038, 0 , 0 ,,
period1,sc01,t2039, 0 , 0 ,,
period1,sc01,t2040, 0 , 0 ,,
period1,sc01,t2041, 0 , 0 ,,
period1,sc01,t2042, 0 , 0 ,,
period1,sc01,t2043, 0 , 0 ,,
period1,sc01,t2044, 0 , 0 ,,
period1,sc01,t2045, 0 , 0 ,,
period1,sc01,t2046, 0 , 0 ,,
period1,sc01,t2047, 0 , 0 ,,
period1,sc01,t2048, 0 , 0 ,,
period1,sc01,t2049, 0 , 0 ,,
period1,sc01,t2050, 0 , 0 ,,
period1,sc01,t2051, 0 , 0 ,,
period1,sc01,t2052, 0 , 0 ,,
period1,sc01,t2053, 0 , 0 ,,
period1,sc01,t2054, 0 , 0 ,,
period1,sc01,t2055, 0 , 0 ,,
period1,sc01,t2056, 0 , 0 ,,
period1,sc01,t2057, 0 , 0 ,,
period1,sc01,t2058, 0 , 0 ,,
period1,sc01,t2059, 0 , 0 ,,
period1,sc01,t2060, 0 , 0 ,,
period1,sc01,t2061, 0 , 0 ,,
period1,sc01,t2062, 0 , 0 ,,
period1,sc01,t2063, 0 , 0 ,,
period1,sc01,t2064, 0 , 0 ,,
period1,sc01,t2065, 0 , 0 ,,
period1,sc01,t2066, 0 , 0 ,,
period1,sc01,t2067, 0 , 0 ,,
period1,sc01,t2068, 0 , 0 ,,
period1,sc01,t2069, 0 , 0 ,,
period1,sc01,t2070, 0 , 0 ,,
period1,sc01,t2071, 0 , 0 ,,
period1,sc01,t2072, 0 , 0 ,,
period1,sc01,t2073, 0 , 0 ,,
period1,sc01,t2074, 0 , 0 ,,
period1,sc01,t2075, 0 , 0 ,,
period1,sc01,t2076, 0 , 0 ,,
period1,sc01,t2077, 0 , 0 ,,
period1,sc01,t2078, 0 , 0 ,,
period1,sc01,t2079, 0 , 0 ,,
period1,sc01,t2080, 0 , 0 ,,
period1,sc01,t2081, 0 , 0 ,,
period1,sc01,t2082, 0 , 0 ,,
period1,sc01,t2083, 0 , 0 ,,
period1,sc01,t2084, 0 , 0 ,,
period1,sc01,t2085, 0 , 0 ,,
period1,sc01,t2086, 0 , 0 ,,
period1,sc01,t2087, 0 , 0 ,,
period1,sc01,t2088, 0 , 0 ,,
period1,sc01,t2089, 0 , 0 ,,
period1,sc01,t2090, 0 , 0 ,,
period1,sc01,t2091, 0 , 0 ,,
period1,sc01,t2092, 0 , 0 ,,
period1,sc01,t2093, 0 , 0 ,,
period1,sc01,t2094, 0 , 0 ,,
period1,sc01,t2095, 0 , 0 ,,
period1,sc01,t2096, 0 , 0 ,,
period1,sc01,t2097, 0 , 0 ,,
period1,sc01,t2098, 0 , 0 ,,
period1,sc01,t2099, 0 , 0 ,,
period1,sc01,t2100, 0 , 0 ,,
period1,sc01,t2101, 0 , 0 ,,
period1,sc01,t2102, 0 , 0 ,,
period1,sc01,t2103, 0 , 0 ,,
period1,sc01,t2104, 0 , 0 ,,
period1,sc01,t2105, 0 , 0 ,,
period1,sc01,t2106, 0 , 0 ,,
period1,sc01,t2107, 0 , 0 ,,
period1,sc01,t2108, 0 , 0 ,,
period1,sc01,t2109, 0 , 0 ,,
period1,sc01,t2110, 0 , 0 ,,
period1,sc01,t2111, 0 , 0 ,,
period1,sc01,t2112, 0 , 0 ,,
period1,sc01,t2113, 0 , 0 ,,
period1,sc01,t2114, 0 , 0 ,,
period1,sc01,t2115, 0 , 0 ,,
period1,sc01,t2116, 0 , 0 ,,
period1,sc01,t2117, 0 , 0 ,,
period1,sc01,t2118, 0 , 0 ,,
period1,sc01,t2119, 0 , 0 ,,
period1,sc01,t2120, 0 , 0 ,,
period1,sc01,t2121, 0 , 0 ,,
period1,sc01,t2122, 0 , 0 ,,
period1,sc01,t2123, 0 , 0 ,,
period1,sc01,t2124, 0 , 0 ,,
period1,sc01,t2125, 0 , 0 ,,
period1,sc01,t2126, 0 , 0 ,,
period1,sc01,t2127, 0 , 0 ,,
period1,sc01,t2128, 0 , 0 ,,
period1,sc01,t2129, 0 , 0 ,,
period1,sc01,t2130, 0 , 0 ,,
period1,sc01,t2131, 0 , 0 ,,
period1,sc01,t2132, 0 , 0 ,,
period1,sc01,t2133, 0 , 0 ,,
period1,sc01,t2134, 0 , 0 ,,
period1,sc01,t2135, 0 , 0 ,,
period1,sc01,t2136, 0 , 0 ,,
period1,sc01,t2137, 0 , 0 ,,
period1,sc01,t2138, 0 , 0 ,,
period1,sc01,t2139, 0 , 0 ,,
period1,sc01,t2140, 0 , 0 ,,
period1,sc01,t2141, 0 , 0 ,,
period1,sc01,t2142, 0 , 0 ,,
period1,sc01,t2143, 0 , 0 ,,
period1,sc01,t2144, 0 , 0 ,,
period1,sc01,t2145, 0 , 0 ,,
period1,sc01,t2146, 0 , 0 ,,
period1,sc01,t2147, 0 , 0 ,,
period1,sc01,t2148, 0 , 0 ,,
period1,sc01,t2149, 0 , 0 ,,
period1,sc01,t2150, 0 , 0 ,,
period1,sc01,t2151, 0 , 0 ,,
period1,sc01,t2152, 0 , 0 ,,
period1,sc01,t2153, 0 , 0 ,,
period1,sc01,t2154, 0 , 0 ,,
period1,sc01,t2155, 0 , 0 ,,
period1,sc01,t2156, 0 , 0 ,,
period1,sc01,t2157, 0 , 0 ,,
period1,sc01,t2158, 0 , 0 ,,
period1,sc01,t2159, 0 , 0 ,,
period1,sc01,t2160, 0 , 0 ,,
period1,sc01,t2161, 0 , 0 ,,
period1,sc01,t2162, 0 , 0 ,,
period1,sc01,t2163, 0 , 0 ,,
period1,sc01,t2164, 0 , 0 ,,
period1,sc01,t2165, 0 , 0 ,,
period1,sc01,t2166, 0 , 0 ,,
period1,sc01,t2167, 0 , 0 ,,
period1,sc01,t2168, 0 , 0 ,,
period1,sc01,t2169, 0 , 0 ,,
period1,sc01,t2170, 0 , 0 ,,
period1,sc01,t2171, 0 , 0 ,,
period1,sc01,t2172, 0 , 0 ,,
period1,sc01,t2173, 0 , 0 ,,
period1,sc01,t2174, 0 , 0 ,,
period1,sc01,t2175, 0 , 0 ,,
period1,sc01,t2176, 0 , 0 ,,
period1,sc01,t2177, 0 , 0 ,,
period1,sc01,t2178, 0 , 0 ,,
period1,sc01,t2179, 0 , 0 ,,
period1,sc01,t2180, 0 , 0 ,,
period1,sc01,t2181, 0 , 0 ,,
period1,sc01,t2182, 0 , 0 ,,
period1,sc01,t2183, 0 , 0 ,,
period1,sc01,t2184, 0 , 0 ,,
period1,sc01,t2185, 0 , 0 ,,
period1,sc01,t2186, 0 , 0 ,,
period1,sc01,t2187, 0 , 0 ,,
period1,sc01,t2188, 0 , 0 ,,
period1,sc01,t2189, 0 , 0 ,,
period1,sc01,t2190, 0 , 0 ,,
period1,sc01,t2191, 0 , 0 ,,
period1,sc01,t2192, 0 , 0 ,,
period1,sc01,t2193, 0 , 0 ,,
period1,sc01,t2194, 0 , 0 ,,
period1,sc01,t2195, 0 , 0 ,,
period1,sc01,t2196, 0 , 0 ,,
period1,sc01,t2197, 0 , 0 ,,
period1,sc01,t2198, 0 , 0 ,,
period1,sc01,t2199, 0 , 0 ,,
period1,sc01,t2200, 0 , 0 ,,
period1,sc01,t2201, 0 , 0 ,,
period1,sc01,t2202, 0 , 0 ,,
period1,sc01,t2203, 0 , 0 ,,
period1,sc01,t2204, 0 , 0 ,,
period1,sc01,t2205, 0 , 0 ,,
period1,sc01,t2206, 0 , 0 ,,
period1,sc01,t2207, 0 , 0 ,,
period1,sc01,t2208, 0 , 0 ,,
period1,sc01,t2209, 0 , 0 ,,
period1,sc01,t2210, 0 , 0 ,,
period1,sc01,t2211, 0 , 0 ,,
period1,sc01,t2212, 0 , 0 ,,
period1,sc01,t2213, 0 , 0 ,,
period1,sc01,t2214, 0 , 0 ,,
period1,sc01,t2215, 0 , 0 ,,
period1,sc01,t2216, 0 , 0 ,,
period1,sc01,t2217, 0 , 0 ,,
period1,sc01,t2218, 0 , 0 ,,
period1,sc01,t2219, 0 , 0 ,,
period1,sc01,t2220, 0 , 0 ,,
period1,sc01,t2221, 0 , 0 ,,
period1,sc01,t2222, 0 , 0 ,,
period1,sc01,t2223, 0 , 0 ,,
period1,sc01,t2224, 0 , 0 ,,
period1,sc01,t2225, 0 , 0 ,,
period1,sc01,t2226, 0 , 0 ,,
period1,sc01,t2227, 0 , 0 ,,
period1,sc01,t2228, 0 , 0 ,,
period1,sc01,t2229, 0 , 0 ,,
period1,sc01,t2230, 0 , 0 ,,
period1,sc01,t2231, 0 , 0 ,,
period1,sc01,t2232, 0 , 0 ,,
period1,sc01,t2233, 0 , 0 ,,
period1,sc01,t2234, 0 , 0 ,,
period1,sc01,t2235, 0 , 0 ,,
period1,sc01,t2236, 0 , 0 ,,
period1,sc01,t2237, 0 , 0 ,,
period1,sc01,t2238, 0 , 0 ,,
period1,sc01,t2239, 0 , 0 ,,
period1,sc01,t2240, 0 , 0 ,,
period1,sc01,t2241, 0 , 0 ,,
period1,sc01,t2242, 0 , 0 ,,
period1,sc01,t2243, 0 , 0 ,,
period1,sc01,t2244, 0 , 0 ,,
period1,sc01,t2245, 0 , 0 ,,
period1,sc01,t2246, 0 , 0 ,,
period1,sc01,t2247, 0 , 0 ,,
period1,sc01,t2248, 0 , 0 ,,
period1,sc01,t2249, 0 , 0 ,,
period1,sc01,t2250, 0 , 0 ,,
period1,sc01,t2251, 0 , 0 ,,
period1,sc01,t2252, 0 , 0 ,,
period1,sc01,t2253, 0 , 0 ,,
period1,sc01,t2254, 0 , 0 ,,
period1,sc01,t2255, 0 , 0 ,,
period1,sc01,t2256, 0 , 0 ,,
period1,sc01,t2257, 0 , 0 ,,
period1,sc01,t2258, 0 , 0 ,,
period1,sc01,t2259, 0 , 0 ,,
period1,sc01,t2260, 0 , 0 ,,
period1,sc01,t2261, 0 , 0 ,,
period1,sc01,t2262, 0 , 0 ,,
period1,sc01,t2263, 0 , 0 ,,
period1,sc01,t2264, 0 , 0 ,,
period1,sc01,t2265, 0 , 0 ,,
period1,sc01,t2266, 0 , 0 ,,
period1,sc01,t2267, 0 , 0 ,,
period1,sc01,t2268, 0 , 0 ,,
period1,sc01,t2269, 0 , 0 ,,
period1,sc01,t2270, 0 , 0 ,,
period1,sc01,t2271, 0 , 0 ,,
period1,sc01,t2272, 0 , 0 ,,
period1,sc01,t2273, 0 , 0 ,,
period1,sc01,t2274, 0 , 0 ,,
period1,sc01,t2275, 0 , 0 ,,
period1,sc01,t2276, 0 , 0 ,,
period1,sc01,t2277, 0 , 0 ,,
period1,sc01,t2278, 0 , 0 ,,
period1,sc01,t2279, 0 , 0 ,,
period1,sc01,t2280, 0 , 0 ,,
period1,sc01,t2281, 0 , 0 ,,
period1,sc01,t2282, 0 , 0 ,,
period1,sc01,t2283, 0 , 0 ,,
period1,sc01,t2284, 0 , 0 ,,
period1,sc01,t2285, 0 , 0 ,,
period1,sc01,t2286, 0 , 0 ,,
period1,sc01,t2287, 0 , 0 ,,
period1,sc01,t2288, 0 , 0 ,,
period1,sc01,t2289, 0 , 0 ,,
period1,sc01,t2290, 0 , 0 ,,
period1,sc01,t2291, 0 , 0 ,,
period1,sc01,t2292, 0 , 0 ,,
period1,sc01,t2293, 0 , 0 ,,
period1,sc01,t2294, 0 , 0 ,,
period1,sc01,t2295, 0 , 0 ,,
period1,sc01,t2296, 0 , 0 ,,
period1,sc01,t2297, 0 , 0 ,,
period1,sc01,t2298, 0 , 0 ,,
period1,sc01,t2299, 0 , 0 ,,
period1,sc01,t2300, 0 , 0 ,,
period1,sc01,t2301, 0 , 0 ,,
period1,sc01,t2302, 0 , 0 ,,
period1,sc01,t2303, 0 , 0 ,,
period1,sc01,t2304, 0 , 0 ,,
period1,sc01,t2305, 0 , 0 ,,
period1,sc01,t2306, 0 , 0 ,,
period1,sc01,t2307, 0 , 0 ,,
period1,sc01,t2308, 0 , 0 ,,
period1,sc01,t2309, 0 , 0 ,,
period1,sc01,t2310, 0 , 0 ,,
period1,sc01,t2311, 0 , 0 ,,
period1,sc01,t2312, 0 , 0 ,,
period1,sc01,t2313, 0 , 0 ,,
period1,sc01,t2314, 0 , 0 ,,
period1,sc01,t2315, 0 , 0 ,,
period1,sc01,t2316, 0 , 0 ,,
period1,sc01,t2317, 0 , 0 ,,
period1,sc01,t2318, 0 , 0 ,,
period1,sc01,t2319, 0 , 0 ,,
period1,sc01,t2320, 0 , 0 ,,
period1,sc01,t2321, 0 , 0 ,,
period1,sc01,t2322, 0 , 0 ,,
period1,sc01,t2323, 0 , 0 ,,
period1,sc01,t2324, 0 , 0 ,,
period1,sc01,t2325, 0 , 0 ,,
period1,sc01,t2326, 0 , 0 ,,
period1,sc01,t2327, 0 , 0 ,,
period1,sc01,t2328, 0 , 0 ,,
period1,sc01,t2329, 0 , 0 ,,
period1,sc01,t2330, 0 , 0 ,,
period1,sc01,t2331, 0 , 0 ,,
period1,sc01,t2332, 0 , 0 ,,
period1,sc01,t2333, 0 , 0 ,,
period1,sc01,t2334, 0 , 0 ,,
period1,sc01,t2335, 0 , 0 ,,
period1,sc01,t2336, 0 , 0 ,,
period1,sc01,t2337, 0 , 0 ,,
period1,sc01,t2338, 0 , 0 ,,
period1,sc01,t2339, 0 , 0 ,,
period1,sc01,t2340, 0 , 0 ,,
period1,sc01,t2341, 0 , 0 ,,
period1,sc01,t2342, 0 , 0 ,,
period1,sc01,t2343, 0 , 0 ,,
period1,sc01,t2344, 0 , 0 ,,
period1,sc01,t2345, 0 , 0 ,,
period1,sc01,t2346, 0 , 0 ,,
period1,sc01,t2347, 0 , 0 ,,
period1,sc01,t2348, 0 , 0 ,,
period1,sc01,t2349, 0 , 0 ,,
period1,sc01,t2350, 0 , 0 ,,
period1,sc01,t2351, 0 , 0 ,,
period1,sc01,t2352, 0 , 0 ,,
period1,sc01,t2353, 0 , 0 ,,
period1,sc01,t2354, 0 , 0 ,,
period1,sc01,t2355, 0 , 0 ,,
period1,sc01,t2356, 0 , 0 ,,
period1,sc01,t2357, 0 , 0 ,,
period1,sc01,t2358, 0 , 0 ,,
period1,sc01,t2359, 0 , 0 ,,
period1,sc01,t2360, 0 , 0 ,,
period1,sc01,t2361, 0 , 0 ,,
period1,sc01,t2362, 0 , 0 ,,
period1,sc01,t2363, 0 , 0 ,,
period1,sc01,t2364, 0 , 0 ,,
period1,sc01,t2365, 0 , 0 ,,
period1,sc01,t2366, 0 , 0 ,,
period1,sc01,t2367, 0 , 0 ,,
period1,sc01,t2368, 0 , 0 ,,
period1,sc01,t2369, 0 , 0 ,,
period1,sc01,t2370, 0 , 0 ,,
period1,sc01,t2371, 0 , 0 ,,
period1,sc01,t2372, 0 , 0 ,,
period1,sc01,t2373, 0 , 0 ,,
period1,sc01,t2374, 0 , 0 ,,
period1,sc01,t2375, 0 , 0 ,,
period1,sc01,t2376, 0 , 0 ,,
period1,sc01,t2377, 0 , 0 ,,
period1,sc01,t2378, 0 , 0 ,,
period1,sc01,t2379, 0 , 0 ,,
period1,sc01,t2380, 0 , 0 ,,
period1,sc01,t2381, 0 , 0 ,,
period1,sc01,t2382, 0 , 0 ,,
period1,sc01,t2383, 0 , 0 ,,
period1,sc01,t2384, 0 , 0 ,,
period1,sc01,t2385, 0 , 0 ,,
period1,sc01,t2386, 0 , 0 ,,
period1,sc01,t2387, 0 , 0 ,,
period1,sc01,t2388, 0 , 0 ,,
period1,sc01,t2389, 0 , 0 ,,
period1,sc01,t2390, 0 , 0 ,,
period1,sc01,t2391, 0 , 0 ,,
period1,sc01,t2392, 0 , 0 ,,
period1,sc01,t2393, 0 , 0 ,,
period1,sc01,t2394, 0 , 0 ,,
period1,sc01,t2395, 0 , 0 ,,
period1,sc01,t2396, 0 , 0 ,,
period1,sc01,t2397, 0 , 0 ,,
period1,sc01,t2398, 0 , 0 ,,
period1,sc01,t2399, 0 , 0 ,,
period1,sc01,t2400, 0 , 0 ,,
period1,sc01,t2401, 0 , 0 ,,
period1,sc01,t2402, 0 , 0 ,,
period1,sc01,t2403, 0 , 0 ,,
period1,sc01,t2404, 0 , 0 ,,
period1,sc01,t2405, 0 , 0 ,,
period1,sc01,t2406, 0 , 0 ,,
period1,sc01,t2407, 0 , 0 ,,
period1,sc01,t2408, 0 , 0 ,,
period1,sc01,t2409, 0 , 0 ,,
period1,sc01,t2410, 0 , 0 ,,
period1,sc01,t2411, 0 , 0 ,,
period1,sc01,t2412, 0 , 0 ,,
period1,sc01,t2413, 0 , 0 ,,
period1,sc01,t2414, 0 , 0 ,,
period1,sc01,t2415, 0 , 0 ,,
period1,sc01,t2416, 0 , 0 ,,
period1,sc01,t2417, 0 , 0 ,,
period1,sc01,t2418, 0 , 0 ,,
period1,sc01,t2419, 0 , 0 ,,
period1,sc01,t2420, 0 , 0 ,,
period1,sc01,t2421, 0 , 0 ,,
period1,sc01,t2422, 0 , 0 ,,
period1,sc01,t2423, 0 , 0 ,,
period1,sc01,t2424, 0 , 0 ,,
period1,sc01,t2425, 0 , 0 ,,
period1,sc01,t2426, 0 , 0 ,,
period1,sc01,t2427, 0 , 0 ,,
period1,sc01,t2428, 0 , 0 ,,
period1,sc01,t2429, 0 , 0 ,,
period1,sc01,t2430, 0 , 0 ,,
period1,sc01,t2431, 0 , 0 ,,
period1,sc01,t2432, 0 , 0 ,,
period1,sc01,t2433, 0 , 0 ,,
period1,sc01,t2434, 0 , 0 ,,
period1,sc01,t2435, 0 , 0 ,,
period1,sc01,t2436, 0 , 0 ,,
period1,sc01,t2437, 0 , 0 ,,
period1,sc01,t2438, 0 , 0 ,,
period1,sc01,t2439, 0 , 0 ,,
period1,sc01,t2440, 0 , 0 ,,
period1,sc01,t2441, 0 , 0 ,,
period1,sc01,t2442, 0 , 0 ,,
period1,sc01,t2443, 0 , 0 ,,
period1,sc01,t2444, 0 , 0 ,,
period1,sc01,t2445, 0 , 0 ,,
period1,sc01,t2446, 0 , 0 ,,
period1,sc01,t2447, 0 , 0 ,,
period1,sc01,t2448, 0 , 0 ,,
period1,sc01,t2449, 0 , 0 ,,
period1,sc01,t2450, 0 , 0 ,,
period1,sc01,t2451, 0 , 0 ,,
period1,sc01,t2452, 0 , 0 ,,
period1,sc01,t2453, 0 , 0 ,,
period1,sc01,t2454, 0 , 0 ,,
period1,sc01,t2455, 0 , 0 ,,
period1,sc01,t2456, 0 , 0 ,,
period1,sc01,t2457, 0 , 0 ,,
period1,sc01,t2458, 0 , 0 ,,
period1,sc01,t2459, 0 , 0 ,,
period1,sc01,t2460, 0 , 0 ,,
period1,sc01,t2461, 0 , 0 ,,
period1,sc01,t2462, 0 , 0 ,,
period1,sc01,t2463, 0 , 0 ,,
period1,sc01,t2464, 0 , 0 ,,
period1,sc01,t2465, 0 , 0 ,,
period1,sc01,t2466, 0 , 0 ,,
period1,sc01,t2467, 0 , 0 ,,
period1,sc01,t2468, 0 , 0 ,,
period1,sc01,t2469, 0 , 0 ,,
period1,sc01,t2470, 0 , 0 ,,
period1,sc01,t2471, 0 , 0 ,,
period1,sc01,t2472, 0 , 0 ,,
period1,sc01,t2473, 0 , 0 ,,
period1,sc01,t2474, 0 , 0 ,,
period1,sc01,t2475, 0 , 0 ,,
period1,sc01,t2476, 0 , 0 ,,
period1,sc01,t2477, 0 , 0 ,,
period1,sc01,t2478, 0 , 0 ,,
period1,sc01,t2479, 0 , 0 ,,
period1,sc01,t2480, 0 , 0 ,,
period1,sc01,t2481, 0 , 0 ,,
period1,sc01,t2482, 0 , 0 ,,
period1,sc01,t2483, 0 , 0 ,,
period1,sc01,t2484, 0 , 0 ,,
period1,sc01,t2485, 0 , 0 ,,
period1,sc01,t2486, 0 , 0 ,,
period1,sc01,t2487, 0 , 0 ,,
period1,sc01,t2488, 0 , 0 ,,
period1,sc01,t2489, 0 , 0 ,,
period1,sc01,t2490, 0 , 0 ,,
period1,sc01,t2491, 0 , 0 ,,
period1,sc01,t2492, 0 , 0 ,,
period1,sc01,t2493, 0 , 0 ,,
period1,sc01,t2494, 0 , 0 ,,
period1,sc01,t2495, 0 , 0 ,,
period1,sc01,t2496, 0 , 0 ,,
period1,sc01,t2497, 0 , 0 ,,
period1,sc01,t2498, 0 , 0 ,,
period1,sc01,t2499, 0 , 0 ,,
period1,sc01,t2500, 0 , 0 ,,
period1,sc01,t2501, 0 , 0 ,,
period1,sc01,t2502, 0 , 0 ,,
period1,sc01,t2503, 0 , 0 ,,
period1,sc01,t2504, 0 , 0 ,,
period1,sc01,t2505, 0 , 0 ,,
period1,sc01,t2506, 0 , 0 ,,
period1,sc01,t2507, 0 , 0 ,,
period1,sc01,t2508, 0 , 0 ,,
period1,sc01,t2509, 0 , 0 ,,
period1,sc01,t2510, 0 , 0 ,,
period1,sc01,t2511, 0 , 0 ,,
period1,sc01,t2512, 0 , 0 ,,
