,,,Node1,Node2,Node3,Node4
period1,sc01,t2206, 69.76 ,,,
period1,sc01,t2207, 69.72 ,,,
period1,sc01,t2208, 65.85 ,,,
period1,sc01,t2209, 64.06 ,,,
period1,sc01,t2210, 64.69 ,,,
period1,sc01,t2211, 64.76 ,,,
period1,sc01,t2212, 62.17 ,,,
period1,sc01,t2213, 65.52 ,,,
period1,sc01,t2214, 69.61 ,,,
period1,sc01,t2215, 71.4 ,,,
period1,sc01,t2216, 72.58 ,,,
period1,sc01,t2217, 69.81 ,,,
period1,sc01,t2218, 68.47 ,,,
period1,sc01,t2219, 67.67 ,,,
period1,sc01,t2220, 65.18 ,,,
period1,sc01,t2221, 58.27 ,,,
period1,sc01,t2222, 56 ,,,
period1,sc01,t2223, 52.59 ,,,
period1,sc01,t2224, 55.66 ,,,
period1,sc01,t2225, 55.75 ,,,
period1,sc01,t2226, 65.65 ,,,
period1,sc01,t2227, 70.46 ,,,
period1,sc01,t2228, 70.11 ,,,
period1,sc01,t2229, 67.84 ,,,
period1,sc01,t2230, 68.73 ,,,
period1,sc01,t2231, 66.54 ,,,
period1,sc01,t2232, 61.29 ,,,
period1,sc01,t2233, 59 ,,,
period1,sc01,t2234, 57.69 ,,,
period1,sc01,t2235, 55.34 ,,,
period1,sc01,t2236, 64.48 ,,,
period1,sc01,t2237, 67.34 ,,,
period1,sc01,t2238, 70.77 ,,,
period1,sc01,t2239, 72.04 ,,,
period1,sc01,t2240, 70.82 ,,,
period1,sc01,t2241, 69.18 ,,,
period1,sc01,t2242, 67.69 ,,,
period1,sc01,t2243, 67.88 ,,,
period1,sc01,t2244, 66.42 ,,,
period1,sc01,t2245, 65.64 ,,,
period1,sc01,t2246, 62.35 ,,,
period1,sc01,t2247, 59.56 ,,,
period1,sc01,t2248, 61.54 ,,,
period1,sc01,t2249, 65.73 ,,,
period1,sc01,t2250, 64.31 ,,,
period1,sc01,t2251, 69.02 ,,,
period1,sc01,t2252, 73.18 ,,,
period1,sc01,t2253, 68.42 ,,,
period1,sc01,t2254, 64.92 ,,,
period1,sc01,t2255, 66.01 ,,,
period1,sc01,t2256, 54.96 ,,,
period1,sc01,t2257, 53.72 ,,,
period1,sc01,t2258, 51.19 ,,,
period1,sc01,t2259, 53.92 ,,,
period1,sc01,t2260, 52.48 ,,,
period1,sc01,t2261, 56.38 ,,,
period1,sc01,t2262, 68.67 ,,,
period1,sc01,t2263, 71.56 ,,,
period1,sc01,t2264, 70.55 ,,,
period1,sc01,t2265, 70.12 ,,,
period1,sc01,t2266, 68.93 ,,,
period1,sc01,t2267, 67.41 ,,,
period1,sc01,t2268, 66.87 ,,,
period1,sc01,t2269, 65.31 ,,,
period1,sc01,t2270, 65.59 ,,,
period1,sc01,t2271, 61.39 ,,,
period1,sc01,t2272, 62.04 ,,,
period1,sc01,t2273, 64.16 ,,,
period1,sc01,t2274, 65.2 ,,,
period1,sc01,t2275, 65.35 ,,,
period1,sc01,t2276, 71.89 ,,,
period1,sc01,t2277, 66.19 ,,,
period1,sc01,t2278, 66.42 ,,,
period1,sc01,t2279, 64.06 ,,,
period1,sc01,t2280, 57.6 ,,,
period1,sc01,t2281, 50.34 ,,,
period1,sc01,t2282, 52.53 ,,,
period1,sc01,t2283, 49.33 ,,,
period1,sc01,t2284, 48.58 ,,,
period1,sc01,t2285, 51.19 ,,,
period1,sc01,t2286, 54.56 ,,,
period1,sc01,t2287, 58.47 ,,,
period1,sc01,t2288, 59.39 ,,,
period1,sc01,t2289, 61.31 ,,,
period1,sc01,t2290, 56.54 ,,,
period1,sc01,t2291, 57.43 ,,,
period1,sc01,t2292, 58.47 ,,,
period1,sc01,t2293, 53.49 ,,,
period1,sc01,t2294, 55.05 ,,,
period1,sc01,t2295, 49.06 ,,,
period1,sc01,t2296, 54.42 ,,,
period1,sc01,t2297, 53.87 ,,,
period1,sc01,t2298, 55.96 ,,,
period1,sc01,t2299, 62.86 ,,,
period1,sc01,t2300, 69.71 ,,,
period1,sc01,t2301, 66.21 ,,,
period1,sc01,t2302, 66.92 ,,,
period1,sc01,t2303, 63.64 ,,,
period1,sc01,t2304, 52.81 ,,,
period1,sc01,t2305, 51.21 ,,,
period1,sc01,t2306, 50.92 ,,,
period1,sc01,t2307, 51.15 ,,,
period1,sc01,t2308, 50.13 ,,,
period1,sc01,t2309, 53.38 ,,,
period1,sc01,t2310, 52.95 ,,,
period1,sc01,t2311, 56.27 ,,,
period1,sc01,t2312, 61.17 ,,,
period1,sc01,t2313, 66.14 ,,,
period1,sc01,t2314, 63.27 ,,,
period1,sc01,t2315, 68.03 ,,,
period1,sc01,t2316, 65.54 ,,,
period1,sc01,t2317, 65.02 ,,,
period1,sc01,t2318, 57.71 ,,,
period1,sc01,t2319, 56.35 ,,,
period1,sc01,t2320, 54.44 ,,,
period1,sc01,t2321, 55.39 ,,,
period1,sc01,t2322, 57.55 ,,,
period1,sc01,t2323, 64.89 ,,,
period1,sc01,t2324, 71.44 ,,,
period1,sc01,t2325, 68.25 ,,,
period1,sc01,t2326, 64.8 ,,,
period1,sc01,t2327, 67.74 ,,,
period1,sc01,t2328, 59.39 ,,,
period1,sc01,t2329, 54.92 ,,,
period1,sc01,t2330, 53.66 ,,,
period1,sc01,t2331, 54.43 ,,,
period1,sc01,t2332, 53.38 ,,,
period1,sc01,t2333, 65.29 ,,,
period1,sc01,t2334, 72.42 ,,,
period1,sc01,t2335, 73.95 ,,,
period1,sc01,t2336, 70.9 ,,,
period1,sc01,t2337, 66.62 ,,,
period1,sc01,t2338, 66.42 ,,,
period1,sc01,t2339, 70.16 ,,,
period1,sc01,t2340, 69.21 ,,,
period1,sc01,t2341, 67.86 ,,,
period1,sc01,t2342, 65.32 ,,,
period1,sc01,t2343, 63.76 ,,,
period1,sc01,t2344, 63.12 ,,,
period1,sc01,t2345, 65.66 ,,,
period1,sc01,t2346, 67.21 ,,,
period1,sc01,t2347, 68.39 ,,,
period1,sc01,t2348, 72.52 ,,,
period1,sc01,t2349, 70.69 ,,,
period1,sc01,t2350, 66.24 ,,,
period1,sc01,t2351, 65.59 ,,,
period1,sc01,t2352, 57.13 ,,,
period1,sc01,t2353, 55.32 ,,,
period1,sc01,t2354, 57.62 ,,,
period1,sc01,t2355, 51.64 ,,,
period1,sc01,t2356, 55.12 ,,,
period1,sc01,t2357, 62.5 ,,,
period1,sc01,t2358, 70.33 ,,,
period1,sc01,t2359, 69.44 ,,,
period1,sc01,t2360, 67.61 ,,,
period1,sc01,t2361, 67.14 ,,,
period1,sc01,t2362, 65.77 ,,,
period1,sc01,t2363, 67.69 ,,,
period1,sc01,t2364, 63.88 ,,,
period1,sc01,t2365, 63.92 ,,,
period1,sc01,t2366, 59.17 ,,,
period1,sc01,t2367, 59.31 ,,,
period1,sc01,t2368, 57.4 ,,,
period1,sc01,t2369, 59.43 ,,,
period1,sc01,t2370, 62.21 ,,,
period1,sc01,t2371, 71.43 ,,,
period1,sc01,t2372, 69.74 ,,,
period1,sc01,t2373, 67.4 ,,,
period1,sc01,t2374, 62.8 ,,,
period1,sc01,t2375, 57.74 ,,,
period1,sc01,t2376, 54.26 ,,,
period1,sc01,t2377, 55.85 ,,,
period1,sc01,t2378, 52.57 ,,,
period1,sc01,t2379, 51.84 ,,,
period1,sc01,t2380, 54.27 ,,,
period1,sc01,t2381, 60.27 ,,,
period1,sc01,t2382, 68.76 ,,,
period1,sc01,t2383, 68.22 ,,,
period1,sc01,t2384, 65.42 ,,,
period1,sc01,t2385, 66.94 ,,,
period1,sc01,t2386, 66.48 ,,,
period1,sc01,t2387, 65.94 ,,,
period1,sc01,t2388, 65.75 ,,,
period1,sc01,t2389, 67.38 ,,,
period1,sc01,t2390, 66.11 ,,,
period1,sc01,t2391, 64.55 ,,,
period1,sc01,t2392, 60.19 ,,,
period1,sc01,t2393, 62.46 ,,,
period1,sc01,t2394, 63.28 ,,,
period1,sc01,t2395, 67.41 ,,,
period1,sc01,t2396, 71.04 ,,,
period1,sc01,t2397, 67.62 ,,,
period1,sc01,t2398, 66.68 ,,,
period1,sc01,t2399, 66.44 ,,,
period1,sc01,t2400, 65.37 ,,,
period1,sc01,t2401, 61.6 ,,,
period1,sc01,t2402, 58.55 ,,,
period1,sc01,t2403, 61.73 ,,,
period1,sc01,t2404, 67.66 ,,,
period1,sc01,t2405, 68.76 ,,,
period1,sc01,t2406, 72.54 ,,,
period1,sc01,t2407, 74.55 ,,,
period1,sc01,t2408, 71.46 ,,,
period1,sc01,t2409, 68 ,,,
period1,sc01,t2410, 72.38 ,,,
period1,sc01,t2411, 68.78 ,,,
period1,sc01,t2412, 68.3 ,,,
period1,sc01,t2413, 65.94 ,,,
period1,sc01,t2414, 64.47 ,,,
period1,sc01,t2415, 64.23 ,,,
period1,sc01,t2416, 64.23 ,,,
period1,sc01,t2417, 65.69 ,,,
period1,sc01,t2418, 69.61 ,,,
period1,sc01,t2419, 67.49 ,,,
period1,sc01,t2420, 72.7 ,,,
period1,sc01,t2421, 69.64 ,,,
period1,sc01,t2422, 69.49 ,,,
period1,sc01,t2423, 68.9 ,,,
period1,sc01,t2424, 68.53 ,,,
period1,sc01,t2425, 65.14 ,,,
period1,sc01,t2426, 67.32 ,,,
period1,sc01,t2427, 63.68 ,,,
period1,sc01,t2428, 68.3 ,,,
period1,sc01,t2429, 69.84 ,,,
period1,sc01,t2430, 71.93 ,,,
period1,sc01,t2431, 73.4 ,,,
period1,sc01,t2432, 72.32 ,,,
period1,sc01,t2433, 72.58 ,,,
period1,sc01,t2434, 68.75 ,,,
period1,sc01,t2435, 70.59 ,,,
period1,sc01,t2436, 71.4 ,,,
period1,sc01,t2437, 68.01 ,,,
period1,sc01,t2438, 68.52 ,,,
period1,sc01,t2439, 67.46 ,,,
period1,sc01,t2440, 64.94 ,,,
period1,sc01,t2441, 66.84 ,,,
period1,sc01,t2442, 69.76 ,,,
period1,sc01,t2443, 73.26 ,,,
period1,sc01,t2444, 74.79 ,,,
period1,sc01,t2445, 71.49 ,,,
period1,sc01,t2446, 71.85 ,,,
period1,sc01,t2447, 71.72 ,,,
period1,sc01,t2448, 72.29 ,,,
period1,sc01,t2449, 71.78 ,,,
period1,sc01,t2450, 73.6 ,,,
period1,sc01,t2451, 71.56 ,,,
period1,sc01,t2452, 71.99 ,,,
period1,sc01,t2453, 69.82 ,,,
period1,sc01,t2454, 68.61 ,,,
period1,sc01,t2455, 69.62 ,,,
period1,sc01,t2456, 73.29 ,,,
period1,sc01,t2457, 67.46 ,,,
period1,sc01,t2458, 68.35 ,,,
period1,sc01,t2459, 69.28 ,,,
period1,sc01,t2460, 73.74 ,,,
period1,sc01,t2461, 70.61 ,,,
period1,sc01,t2462, 69.28 ,,,
period1,sc01,t2463, 64.29 ,,,
period1,sc01,t2464, 62.86 ,,,
period1,sc01,t2465, 68.5 ,,,
period1,sc01,t2466, 71.8 ,,,
period1,sc01,t2467, 72.2 ,,,
period1,sc01,t2468, 67.22 ,,,
period1,sc01,t2469, 70.58 ,,,
period1,sc01,t2470, 71.54 ,,,
period1,sc01,t2471, 72.9 ,,,
period1,sc01,t2472, 66.54 ,,,
period1,sc01,t2473, 63.28 ,,,
period1,sc01,t2474, 59.67 ,,,
period1,sc01,t2475, 57.55 ,,,
period1,sc01,t2476, 59.6 ,,,
period1,sc01,t2477, 57.46 ,,,
period1,sc01,t2478, 58.15 ,,,
period1,sc01,t2479, 57.6 ,,,
period1,sc01,t2480, 66.76 ,,,
period1,sc01,t2481, 69.8 ,,,
period1,sc01,t2482, 69.48 ,,,
period1,sc01,t2483, 69.88 ,,,
period1,sc01,t2484, 67.96 ,,,
period1,sc01,t2485, 65.81 ,,,
period1,sc01,t2486, 64.31 ,,,
period1,sc01,t2487, 59.23 ,,,
period1,sc01,t2488, 60.83 ,,,
period1,sc01,t2489, 63.55 ,,,
period1,sc01,t2490, 68.77 ,,,
period1,sc01,t2491, 72.48 ,,,
period1,sc01,t2492, 73.91 ,,,
period1,sc01,t2493, 74.87 ,,,
period1,sc01,t2494, 73.55 ,,,
period1,sc01,t2495, 75.35 ,,,
period1,sc01,t2496, 69.05 ,,,
period1,sc01,t2497, 65.8 ,,,
period1,sc01,t2498, 63.39 ,,,
period1,sc01,t2499, 56.07 ,,,
period1,sc01,t2500, 60.5 ,,,
period1,sc01,t2501, 69.05 ,,,
period1,sc01,t2502, 70.25 ,,,
period1,sc01,t2503, 73.05 ,,,
period1,sc01,t2504, 72.47 ,,,
period1,sc01,t2505, 68.72 ,,,
period1,sc01,t2506, 71.39 ,,,
period1,sc01,t2507, 69.93 ,,,
period1,sc01,t2508, 64.25 ,,,
period1,sc01,t2509, 63.06 ,,,
period1,sc01,t2510, 57.24 ,,,
period1,sc01,t2511, 53.69 ,,,
period1,sc01,t2512, 57.8 ,,,
period1,sc01,t2513, 59.76 ,,,
period1,sc01,t2514, 61.44 ,,,
period1,sc01,t2515, 71.15 ,,,
period1,sc01,t2516, 73.06 ,,,
period1,sc01,t2517, 69.72 ,,,
period1,sc01,t2518, 69.86 ,,,
period1,sc01,t2519, 72.9 ,,,
period1,sc01,t2520, 70.33 ,,,
period1,sc01,t2521, 69.52 ,,,
period1,sc01,t2522, 69.12 ,,,
period1,sc01,t2523, 67.89 ,,,
period1,sc01,t2524, 69.67 ,,,
period1,sc01,t2525, 69.61 ,,,
period1,sc01,t2526, 73.14 ,,,
period1,sc01,t2527, 69.84 ,,,
period1,sc01,t2528, 72.41 ,,,
period1,sc01,t2529, 72.02 ,,,
period1,sc01,t2530, 70.83 ,,,
period1,sc01,t2531, 72.72 ,,,
period1,sc01,t2532, 70.75 ,,,
period1,sc01,t2533, 69.99 ,,,
period1,sc01,t2534, 69.11 ,,,
period1,sc01,t2535, 65.09 ,,,
period1,sc01,t2536, 67.49 ,,,
period1,sc01,t2537, 65.16 ,,,
period1,sc01,t2538, 66.75 ,,,
period1,sc01,t2539, 69.06 ,,,
period1,sc01,t2540, 70.76 ,,,
period1,sc01,t2541, 69.38 ,,,
period1,sc01,t2542, 65.36 ,,,
period1,sc01,t2543, 68.97 ,,,
period1,sc01,t2544, 55.42 ,,,
period1,sc01,t2545, 50.86 ,,,
period1,sc01,t2546, 50.91 ,,,
period1,sc01,t2547, 46.94 ,,,
period1,sc01,t2548, 48.25 ,,,
period1,sc01,t2549, 60.79 ,,,
period1,sc01,t2550, 64.47 ,,,
period1,sc01,t2551, 62.91 ,,,
period1,sc01,t2552, 62.52 ,,,
period1,sc01,t2553, 65.1 ,,,
period1,sc01,t2554, 61.01 ,,,
period1,sc01,t2555, 60.45 ,,,
period1,sc01,t2556, 52.47 ,,,
period1,sc01,t2557, 49.7 ,,,
period1,sc01,t2558, 49.29 ,,,
period1,sc01,t2559, 49.32 ,,,
period1,sc01,t2560, 54.41 ,,,
period1,sc01,t2561, 59.88 ,,,
period1,sc01,t2562, 63.3 ,,,
period1,sc01,t2563, 70.71 ,,,
period1,sc01,t2564, 70.86 ,,,
period1,sc01,t2565, 70.64 ,,,
period1,sc01,t2566, 67.6 ,,,
period1,sc01,t2567, 69.4 ,,,
period1,sc01,t2568, 71.49 ,,,
period1,sc01,t2569, 68.99 ,,,
period1,sc01,t2570, 67.66 ,,,
period1,sc01,t2571, 68.35 ,,,
period1,sc01,t2572, 69.38 ,,,
period1,sc01,t2573, 69.91 ,,,
period1,sc01,t2574, 69.99 ,,,
period1,sc01,t2575, 68.32 ,,,
period1,sc01,t2576, 70.94 ,,,
period1,sc01,t2577, 70.09 ,,,
period1,sc01,t2578, 71.67 ,,,
period1,sc01,t2579, 67.63 ,,,
period1,sc01,t2580, 67.29 ,,,
period1,sc01,t2581, 69.33 ,,,
period1,sc01,t2582, 62.55 ,,,
period1,sc01,t2583, 64.67 ,,,
period1,sc01,t2584, 61.91 ,,,
period1,sc01,t2585, 63.43 ,,,
period1,sc01,t2586, 62.66 ,,,
period1,sc01,t2587, 64.02 ,,,
period1,sc01,t2588, 67.14 ,,,
period1,sc01,t2589, 66.34 ,,,
period1,sc01,t2590, 66.37 ,,,
period1,sc01,t2591, 64.71 ,,,
period1,sc01,t2592, 49.65 ,,,
period1,sc01,t2593, 47.72 ,,,
period1,sc01,t2594, 44.22 ,,,
period1,sc01,t2595, 45.91 ,,,
period1,sc01,t2596, 47.55 ,,,
period1,sc01,t2597, 52.23 ,,,
period1,sc01,t2598, 53.98 ,,,
period1,sc01,t2599, 58.49 ,,,
period1,sc01,t2600, 57.19 ,,,
period1,sc01,t2601, 50.97 ,,,
period1,sc01,t2602, 49.63 ,,,
period1,sc01,t2603, 47.91 ,,,
period1,sc01,t2604, 46.8 ,,,
period1,sc01,t2605, 39.23 ,,,
period1,sc01,t2606, 37.98 ,,,
period1,sc01,t2607, 38.7 ,,,
period1,sc01,t2608, 44.49 ,,,
period1,sc01,t2609, 47.91 ,,,
period1,sc01,t2610, 51.79 ,,,
period1,sc01,t2611, 55.95 ,,,
period1,sc01,t2612, 56.14 ,,,
period1,sc01,t2613, 54.53 ,,,
period1,sc01,t2614, 51.72 ,,,
period1,sc01,t2615, 48.66 ,,,
period1,sc01,t2616, 45.77 ,,,
period1,sc01,t2617, 41.58 ,,,
period1,sc01,t2618, 41.77 ,,,
period1,sc01,t2619, 39.95 ,,,
period1,sc01,t2620, 42.23 ,,,
period1,sc01,t2621, 39.77 ,,,
period1,sc01,t2622, 41.88 ,,,
period1,sc01,t2623, 48.55 ,,,
period1,sc01,t2624, 48.38 ,,,
period1,sc01,t2625, 49.05 ,,,
period1,sc01,t2626, 49.89 ,,,
period1,sc01,t2627, 46.51 ,,,
period1,sc01,t2628, 42.54 ,,,
period1,sc01,t2629, 30.93 ,,,
period1,sc01,t2630, 32.07 ,,,
period1,sc01,t2631, 32.98 ,,,
period1,sc01,t2632, 33.53 ,,,
period1,sc01,t2633, 40.02 ,,,
period1,sc01,t2634, 43.66 ,,,
period1,sc01,t2635, 49.89 ,,,
period1,sc01,t2636, 59.82 ,,,
period1,sc01,t2637, 52.6 ,,,
period1,sc01,t2638, 55.27 ,,,
period1,sc01,t2639, 51.82 ,,,
period1,sc01,t2640, 45.42 ,,,
period1,sc01,t2641, 41.79 ,,,
period1,sc01,t2642, 39.91 ,,,
period1,sc01,t2643, 42.23 ,,,
period1,sc01,t2644, 41.9 ,,,
period1,sc01,t2645, 44.86 ,,,
period1,sc01,t2646, 40.47 ,,,
period1,sc01,t2647, 48.31 ,,,
period1,sc01,t2648, 52.56 ,,,
period1,sc01,t2649, 53.57 ,,,
period1,sc01,t2650, 51.35 ,,,
period1,sc01,t2651, 52.03 ,,,
period1,sc01,t2652, 52.01 ,,,
period1,sc01,t2653, 52.69 ,,,
period1,sc01,t2654, 48.41 ,,,
period1,sc01,t2655, 48.75 ,,,
period1,sc01,t2656, 49.95 ,,,
period1,sc01,t2657, 54.58 ,,,
period1,sc01,t2658, 58.05 ,,,
period1,sc01,t2659, 61.07 ,,,
period1,sc01,t2660, 71.25 ,,,
period1,sc01,t2661, 69.58 ,,,
period1,sc01,t2662, 68.78 ,,,
period1,sc01,t2663, 69.07 ,,,
period1,sc01,t2664, 69.73 ,,,
period1,sc01,t2665, 66.85 ,,,
period1,sc01,t2666, 67.82 ,,,
period1,sc01,t2667, 67.55 ,,,
period1,sc01,t2668, 66.94 ,,,
period1,sc01,t2669, 66.97 ,,,
period1,sc01,t2670, 69.11 ,,,
period1,sc01,t2671, 69.01 ,,,
period1,sc01,t2672, 72 ,,,
period1,sc01,t2673, 72.6 ,,,
period1,sc01,t2674, 72.76 ,,,
period1,sc01,t2675, 68.81 ,,,
period1,sc01,t2676, 67.24 ,,,
period1,sc01,t2677, 66.78 ,,,
period1,sc01,t2678, 66.05 ,,,
period1,sc01,t2679, 64.49 ,,,
period1,sc01,t2680, 64.92 ,,,
period1,sc01,t2681, 63.27 ,,,
period1,sc01,t2682, 66.16 ,,,
period1,sc01,t2683, 68.6 ,,,
period1,sc01,t2684, 74.33 ,,,
period1,sc01,t2685, 66.93 ,,,
period1,sc01,t2686, 67.78 ,,,
period1,sc01,t2687, 59.05 ,,,
period1,sc01,t2688, 55.01 ,,,
period1,sc01,t2689, 51.53 ,,,
period1,sc01,t2690, 48.62 ,,,
period1,sc01,t2691, 47.25 ,,,
period1,sc01,t2692, 50.08 ,,,
period1,sc01,t2693, 52.98 ,,,
period1,sc01,t2694, 66.15 ,,,
period1,sc01,t2695, 69.59 ,,,
period1,sc01,t2696, 73.93 ,,,
period1,sc01,t2697, 69.98 ,,,
period1,sc01,t2698, 70.15 ,,,
period1,sc01,t2699, 67.69 ,,,
period1,sc01,t2700, 66.46 ,,,
period1,sc01,t2701, 66.18 ,,,
period1,sc01,t2702, 57.8 ,,,
period1,sc01,t2703, 58.45 ,,,
period1,sc01,t2704, 58.98 ,,,
period1,sc01,t2705, 57.21 ,,,
period1,sc01,t2706, 59.63 ,,,
period1,sc01,t2707, 65.12 ,,,
period1,sc01,t2708, 69.64 ,,,
period1,sc01,t2709, 68.57 ,,,
period1,sc01,t2710, 65.4 ,,,
period1,sc01,t2711, 51.9 ,,,
period1,sc01,t2712, 49.86 ,,,
period1,sc01,t2713, 44.89 ,,,
period1,sc01,t2714, 42.34 ,,,
period1,sc01,t2715, 41.73 ,,,
period1,sc01,t2716, 45.51 ,,,
period1,sc01,t2717, 51.02 ,,,
period1,sc01,t2718, 63.9 ,,,
period1,sc01,t2719, 68.34 ,,,
period1,sc01,t2720, 68.56 ,,,
period1,sc01,t2721, 66.54 ,,,
period1,sc01,t2722, 64.11 ,,,
period1,sc01,t2723, 57.56 ,,,
period1,sc01,t2724, 51.99 ,,,
period1,sc01,t2725, 50.14 ,,,
period1,sc01,t2726, 49.04 ,,,
period1,sc01,t2727, 41.88 ,,,
period1,sc01,t2728, 45.08 ,,,
period1,sc01,t2729, 46.7 ,,,
period1,sc01,t2730, 52.44 ,,,
period1,sc01,t2731, 55.97 ,,,
period1,sc01,t2732, 61.2 ,,,
period1,sc01,t2733, 52.17 ,,,
period1,sc01,t2734, 45.3 ,,,
period1,sc01,t2735, 43.63 ,,,
period1,sc01,t2736, 37.71 ,,,
period1,sc01,t2737, 23.41 ,,,
period1,sc01,t2738, 20.31 ,,,
period1,sc01,t2739, 15.08 ,,,
period1,sc01,t2740, 16.41 ,,,
period1,sc01,t2741, 32.28 ,,,
period1,sc01,t2742, 44.2 ,,,
period1,sc01,t2743, 52.29 ,,,
period1,sc01,t2744, 52.89 ,,,
period1,sc01,t2745, 52.08 ,,,
period1,sc01,t2746, 54.32 ,,,
period1,sc01,t2747, 46.29 ,,,
period1,sc01,t2748, 45.67 ,,,
period1,sc01,t2749, 41.64 ,,,
period1,sc01,t2750, 40.4 ,,,
period1,sc01,t2751, 40.03 ,,,
period1,sc01,t2752, 39.23 ,,,
period1,sc01,t2753, 45.38 ,,,
period1,sc01,t2754, 50.84 ,,,
period1,sc01,t2755, 52.58 ,,,
period1,sc01,t2756, 58.1 ,,,
period1,sc01,t2757, 55.93 ,,,
period1,sc01,t2758, 54.31 ,,,
period1,sc01,t2759, 50.46 ,,,
period1,sc01,t2760, 48.41 ,,,
period1,sc01,t2761, 45.24 ,,,
period1,sc01,t2762, 39.58 ,,,
period1,sc01,t2763, 39.73 ,,,
period1,sc01,t2764, 41.13 ,,,
period1,sc01,t2765, 54.78 ,,,
period1,sc01,t2766, 63.2 ,,,
period1,sc01,t2767, 69.87 ,,,
period1,sc01,t2768, 67.22 ,,,
period1,sc01,t2769, 68.46 ,,,
period1,sc01,t2770, 70.44 ,,,
period1,sc01,t2771, 67.98 ,,,
period1,sc01,t2772, 64.66 ,,,
period1,sc01,t2773, 66.73 ,,,
period1,sc01,t2774, 63.87 ,,,
period1,sc01,t2775, 67.4 ,,,
period1,sc01,t2776, 66.12 ,,,
period1,sc01,t2777, 65.64 ,,,
period1,sc01,t2778, 66.11 ,,,
period1,sc01,t2779, 68.18 ,,,
period1,sc01,t2780, 74.73 ,,,
period1,sc01,t2781, 73.55 ,,,
period1,sc01,t2782, 74 ,,,
period1,sc01,t2783, 69.67 ,,,
period1,sc01,t2784, 68.64 ,,,
period1,sc01,t2785, 65.55 ,,,
period1,sc01,t2786, 69.12 ,,,
period1,sc01,t2787, 67.19 ,,,
period1,sc01,t2788, 69.4 ,,,
period1,sc01,t2789, 69.26 ,,,
period1,sc01,t2790, 67.36 ,,,
period1,sc01,t2791, 69.12 ,,,
period1,sc01,t2792, 69.89 ,,,
period1,sc01,t2793, 70.78 ,,,
period1,sc01,t2794, 69.44 ,,,
period1,sc01,t2795, 69.53 ,,,
period1,sc01,t2796, 67.19 ,,,
period1,sc01,t2797, 65.75 ,,,
period1,sc01,t2798, 64.08 ,,,
period1,sc01,t2799, 65.3 ,,,
period1,sc01,t2800, 64.85 ,,,
period1,sc01,t2801, 65.92 ,,,
period1,sc01,t2802, 68.65 ,,,
period1,sc01,t2803, 70.3 ,,,
period1,sc01,t2804, 70.6 ,,,
period1,sc01,t2805, 68.45 ,,,
period1,sc01,t2806, 67.29 ,,,
period1,sc01,t2807, 72.26 ,,,
period1,sc01,t2808, 66.04 ,,,
period1,sc01,t2809, 65.07 ,,,
period1,sc01,t2810, 64.57 ,,,
period1,sc01,t2811, 61.16 ,,,
period1,sc01,t2812, 63.18 ,,,
period1,sc01,t2813, 62.33 ,,,
period1,sc01,t2814, 63.85 ,,,
period1,sc01,t2815, 60.04 ,,,
period1,sc01,t2816, 64.91 ,,,
period1,sc01,t2817, 64.06 ,,,
period1,sc01,t2818, 66.73 ,,,
period1,sc01,t2819, 67.82 ,,,
period1,sc01,t2820, 68.53 ,,,
period1,sc01,t2821, 70.57 ,,,
period1,sc01,t2822, 62.25 ,,,
period1,sc01,t2823, 61.68 ,,,
period1,sc01,t2824, 57.55 ,,,
period1,sc01,t2825, 61.25 ,,,
period1,sc01,t2826, 63.22 ,,,
period1,sc01,t2827, 66.77 ,,,
period1,sc01,t2828, 72.97 ,,,
period1,sc01,t2829, 71.79 ,,,
period1,sc01,t2830, 69.89 ,,,
period1,sc01,t2831, 68.57 ,,,
period1,sc01,t2832, 66.52 ,,,
period1,sc01,t2833, 66.14 ,,,
period1,sc01,t2834, 65.75 ,,,
period1,sc01,t2835, 67.7 ,,,
period1,sc01,t2836, 71.26 ,,,
period1,sc01,t2837, 73.31 ,,,
period1,sc01,t2838, 70.65 ,,,
period1,sc01,t2839, 71.68 ,,,
period1,sc01,t2840, 72.71 ,,,
period1,sc01,t2841, 71.19 ,,,
period1,sc01,t2842, 74.36 ,,,
period1,sc01,t2843, 72.15 ,,,
period1,sc01,t2844, 72.8 ,,,
period1,sc01,t2845, 72.61 ,,,
period1,sc01,t2846, 69.6 ,,,
period1,sc01,t2847, 71.12 ,,,
period1,sc01,t2848, 71.71 ,,,
period1,sc01,t2849, 70.4 ,,,
period1,sc01,t2850, 68.72 ,,,
period1,sc01,t2851, 71.98 ,,,
period1,sc01,t2852, 72.11 ,,,
period1,sc01,t2853, 70.71 ,,,
period1,sc01,t2854, 72.34 ,,,
period1,sc01,t2855, 71.57 ,,,
period1,sc01,t2856, 68.69 ,,,
period1,sc01,t2857, 69.64 ,,,
period1,sc01,t2858, 72.25 ,,,
period1,sc01,t2859, 70.46 ,,,
period1,sc01,t2860, 73.07 ,,,
period1,sc01,t2861, 69.53 ,,,
period1,sc01,t2862, 68.62 ,,,
period1,sc01,t2863, 73.27 ,,,
period1,sc01,t2864, 75.13 ,,,
period1,sc01,t2865, 73.96 ,,,
period1,sc01,t2866, 74.42 ,,,
period1,sc01,t2867, 72.83 ,,,
period1,sc01,t2868, 72.75 ,,,
period1,sc01,t2869, 73.63 ,,,
period1,sc01,t2870, 72.85 ,,,
period1,sc01,t2871, 69.29 ,,,
