,,,Up_SR,Down_SR,Up_TR,Down_TR
period1,sc01,t1378, 100 , 100 ,,
period1,sc01,t1379, 100 , 100 ,,
period1,sc01,t1380, 100 , 100 ,,
period1,sc01,t1381, 100 , 100 ,,
period1,sc01,t1382, 100 , 100 ,,
period1,sc01,t1383, 100 , 100 ,,
period1,sc01,t1384, 100 , 100 ,,
period1,sc01,t1385, 100 , 100 ,,
period1,sc01,t1386, 100 , 100 ,,
period1,sc01,t1387, 100 , 100 ,,
period1,sc01,t1388, 100 , 100 ,,
period1,sc01,t1389, 100 , 100 ,,
period1,sc01,t1390, 100 , 100 ,,
period1,sc01,t1391, 100 , 100 ,,
period1,sc01,t1392, 100 , 100 ,,
period1,sc01,t1393, 100 , 100 ,,
period1,sc01,t1394, 100 , 100 ,,
period1,sc01,t1395, 100 , 100 ,,
period1,sc01,t1396, 100 , 100 ,,
period1,sc01,t1397, 100 , 100 ,,
period1,sc01,t1398, 100 , 100 ,,
period1,sc01,t1399, 100 , 100 ,,
period1,sc01,t1400, 100 , 100 ,,
period1,sc01,t1401, 100 , 100 ,,
period1,sc01,t1402, 100 , 100 ,,
period1,sc01,t1403, 100 , 100 ,,
period1,sc01,t1404, 100 , 100 ,,
period1,sc01,t1405, 100 , 100 ,,
period1,sc01,t1406, 100 , 100 ,,
period1,sc01,t1407, 100 , 100 ,,
period1,sc01,t1408, 100 , 100 ,,
period1,sc01,t1409, 100 , 100 ,,
period1,sc01,t1410, 100 , 100 ,,
period1,sc01,t1411, 100 , 100 ,,
period1,sc01,t1412, 100 , 100 ,,
period1,sc01,t1413, 100 , 100 ,,
period1,sc01,t1414, 100 , 100 ,,
period1,sc01,t1415, 100 , 100 ,,
period1,sc01,t1416, 100 , 100 ,,
period1,sc01,t1417, 100 , 100 ,,
period1,sc01,t1418, 100 , 100 ,,
period1,sc01,t1419, 100 , 100 ,,
period1,sc01,t1420, 100 , 100 ,,
period1,sc01,t1421, 100 , 100 ,,
period1,sc01,t1422, 100 , 100 ,,
period1,sc01,t1423, 100 , 100 ,,
period1,sc01,t1424, 100 , 100 ,,
period1,sc01,t1425, 100 , 100 ,,
period1,sc01,t1426, 100 , 100 ,,
period1,sc01,t1427, 100 , 100 ,,
period1,sc01,t1428, 100 , 100 ,,
period1,sc01,t1429, 100 , 100 ,,
period1,sc01,t1430, 100 , 100 ,,
period1,sc01,t1431, 100 , 100 ,,
period1,sc01,t1432, 100 , 100 ,,
period1,sc01,t1433, 100 , 100 ,,
period1,sc01,t1434, 100 , 100 ,,
period1,sc01,t1435, 100 , 100 ,,
period1,sc01,t1436, 100 , 100 ,,
period1,sc01,t1437, 100 , 100 ,,
period1,sc01,t1438, 100 , 100 ,,
period1,sc01,t1439, 100 , 100 ,,
period1,sc01,t1440, 100 , 100 ,,
period1,sc01,t1441, 100 , 100 ,,
period1,sc01,t1442, 100 , 100 ,,
period1,sc01,t1443, 100 , 100 ,,
period1,sc01,t1444, 100 , 100 ,,
period1,sc01,t1445, 100 , 100 ,,
period1,sc01,t1446, 100 , 100 ,,
period1,sc01,t1447, 100 , 100 ,,
period1,sc01,t1448, 100 , 100 ,,
period1,sc01,t1449, 100 , 100 ,,
period1,sc01,t1450, 100 , 100 ,,
period1,sc01,t1451, 100 , 100 ,,
period1,sc01,t1452, 100 , 100 ,,
period1,sc01,t1453, 100 , 100 ,,
period1,sc01,t1454, 100 , 100 ,,
period1,sc01,t1455, 100 , 100 ,,
period1,sc01,t1456, 100 , 100 ,,
period1,sc01,t1457, 100 , 100 ,,
period1,sc01,t1458, 100 , 100 ,,
period1,sc01,t1459, 100 , 100 ,,
period1,sc01,t1460, 100 , 100 ,,
period1,sc01,t1461, 100 , 100 ,,
period1,sc01,t1462, 100 , 100 ,,
period1,sc01,t1463, 100 , 100 ,,
period1,sc01,t1464, 100 , 100 ,,
period1,sc01,t1465, 100 , 100 ,,
period1,sc01,t1466, 100 , 100 ,,
period1,sc01,t1467, 100 , 100 ,,
period1,sc01,t1468, 100 , 100 ,,
period1,sc01,t1469, 100 , 100 ,,
period1,sc01,t1470, 100 , 100 ,,
period1,sc01,t1471, 100 , 100 ,,
period1,sc01,t1472, 100 , 100 ,,
period1,sc01,t1473, 100 , 100 ,,
period1,sc01,t1474, 100 , 100 ,,
period1,sc01,t1475, 100 , 100 ,,
period1,sc01,t1476, 100 , 100 ,,
period1,sc01,t1477, 100 , 100 ,,
period1,sc01,t1478, 100 , 100 ,,
period1,sc01,t1479, 100 , 100 ,,
period1,sc01,t1480, 100 , 100 ,,
period1,sc01,t1481, 100 , 100 ,,
period1,sc01,t1482, 100 , 100 ,,
period1,sc01,t1483, 100 , 100 ,,
period1,sc01,t1484, 100 , 100 ,,
period1,sc01,t1485, 100 , 100 ,,
period1,sc01,t1486, 100 , 100 ,,
period1,sc01,t1487, 100 , 100 ,,
period1,sc01,t1488, 100 , 100 ,,
period1,sc01,t1489, 100 , 100 ,,
period1,sc01,t1490, 100 , 100 ,,
period1,sc01,t1491, 100 , 100 ,,
period1,sc01,t1492, 100 , 100 ,,
period1,sc01,t1493, 100 , 100 ,,
period1,sc01,t1494, 100 , 100 ,,
period1,sc01,t1495, 100 , 100 ,,
period1,sc01,t1496, 100 , 100 ,,
period1,sc01,t1497, 100 , 100 ,,
period1,sc01,t1498, 100 , 100 ,,
period1,sc01,t1499, 100 , 100 ,,
period1,sc01,t1500, 100 , 100 ,,
period1,sc01,t1501, 100 , 100 ,,
period1,sc01,t1502, 100 , 100 ,,
period1,sc01,t1503, 100 , 100 ,,
period1,sc01,t1504, 100 , 100 ,,
period1,sc01,t1505, 100 , 100 ,,
period1,sc01,t1506, 100 , 100 ,,
period1,sc01,t1507, 100 , 100 ,,
period1,sc01,t1508, 100 , 100 ,,
period1,sc01,t1509, 100 , 100 ,,
period1,sc01,t1510, 100 , 100 ,,
period1,sc01,t1511, 100 , 100 ,,
period1,sc01,t1512, 100 , 100 ,,
period1,sc01,t1513, 100 , 100 ,,
period1,sc01,t1514, 100 , 100 ,,
period1,sc01,t1515, 100 , 100 ,,
period1,sc01,t1516, 100 , 100 ,,
period1,sc01,t1517, 100 , 100 ,,
period1,sc01,t1518, 100 , 100 ,,
period1,sc01,t1519, 100 , 100 ,,
period1,sc01,t1520, 100 , 100 ,,
period1,sc01,t1521, 100 , 100 ,,
period1,sc01,t1522, 100 , 100 ,,
period1,sc01,t1523, 100 , 100 ,,
period1,sc01,t1524, 100 , 100 ,,
period1,sc01,t1525, 100 , 100 ,,
period1,sc01,t1526, 100 , 100 ,,
period1,sc01,t1527, 100 , 100 ,,
period1,sc01,t1528, 100 , 100 ,,
period1,sc01,t1529, 100 , 100 ,,
period1,sc01,t1530, 100 , 100 ,,
period1,sc01,t1531, 100 , 100 ,,
period1,sc01,t1532, 100 , 100 ,,
period1,sc01,t1533, 100 , 100 ,,
period1,sc01,t1534, 100 , 100 ,,
period1,sc01,t1535, 100 , 100 ,,
period1,sc01,t1536, 100 , 100 ,,
period1,sc01,t1537, 100 , 100 ,,
period1,sc01,t1538, 100 , 100 ,,
period1,sc01,t1539, 100 , 100 ,,
period1,sc01,t1540, 100 , 100 ,,
period1,sc01,t1541, 100 , 100 ,,
period1,sc01,t1542, 100 , 100 ,,
period1,sc01,t1543, 100 , 100 ,,
period1,sc01,t1544, 100 , 100 ,,
period1,sc01,t1545, 100 , 100 ,,
period1,sc01,t1546, 100 , 100 ,,
period1,sc01,t1547, 100 , 100 ,,
period1,sc01,t1548, 100 , 100 ,,
period1,sc01,t1549, 100 , 100 ,,
period1,sc01,t1550, 100 , 100 ,,
period1,sc01,t1551, 100 , 100 ,,
period1,sc01,t1552, 100 , 100 ,,
period1,sc01,t1553, 100 , 100 ,,
period1,sc01,t1554, 100 , 100 ,,
period1,sc01,t1555, 100 , 100 ,,
period1,sc01,t1556, 100 , 100 ,,
period1,sc01,t1557, 100 , 100 ,,
period1,sc01,t1558, 100 , 100 ,,
period1,sc01,t1559, 100 , 100 ,,
period1,sc01,t1560, 100 , 100 ,,
period1,sc01,t1561, 100 , 100 ,,
period1,sc01,t1562, 100 , 100 ,,
period1,sc01,t1563, 100 , 100 ,,
period1,sc01,t1564, 100 , 100 ,,
period1,sc01,t1565, 100 , 100 ,,
period1,sc01,t1566, 100 , 100 ,,
period1,sc01,t1567, 100 , 100 ,,
period1,sc01,t1568, 100 , 100 ,,
period1,sc01,t1569, 100 , 100 ,,
period1,sc01,t1570, 100 , 100 ,,
period1,sc01,t1571, 100 , 100 ,,
period1,sc01,t1572, 100 , 100 ,,
period1,sc01,t1573, 100 , 100 ,,
period1,sc01,t1574, 100 , 100 ,,
period1,sc01,t1575, 100 , 100 ,,
period1,sc01,t1576, 100 , 100 ,,
period1,sc01,t1577, 100 , 100 ,,
period1,sc01,t1578, 100 , 100 ,,
period1,sc01,t1579, 100 , 100 ,,
period1,sc01,t1580, 100 , 100 ,,
period1,sc01,t1581, 100 , 100 ,,
period1,sc01,t1582, 100 , 100 ,,
period1,sc01,t1583, 100 , 100 ,,
period1,sc01,t1584, 100 , 100 ,,
period1,sc01,t1585, 100 , 100 ,,
period1,sc01,t1586, 100 , 100 ,,
period1,sc01,t1587, 100 , 100 ,,
period1,sc01,t1588, 100 , 100 ,,
period1,sc01,t1589, 100 , 100 ,,
period1,sc01,t1590, 100 , 100 ,,
period1,sc01,t1591, 100 , 100 ,,
period1,sc01,t1592, 100 , 100 ,,
period1,sc01,t1593, 100 , 100 ,,
period1,sc01,t1594, 100 , 100 ,,
period1,sc01,t1595, 100 , 100 ,,
period1,sc01,t1596, 100 , 100 ,,
period1,sc01,t1597, 100 , 100 ,,
period1,sc01,t1598, 100 , 100 ,,
period1,sc01,t1599, 100 , 100 ,,
period1,sc01,t1600, 100 , 100 ,,
period1,sc01,t1601, 100 , 100 ,,
period1,sc01,t1602, 100 , 100 ,,
period1,sc01,t1603, 100 , 100 ,,
period1,sc01,t1604, 100 , 100 ,,
period1,sc01,t1605, 100 , 100 ,,
period1,sc01,t1606, 100 , 100 ,,
period1,sc01,t1607, 100 , 100 ,,
period1,sc01,t1608, 100 , 100 ,,
period1,sc01,t1609, 100 , 100 ,,
period1,sc01,t1610, 100 , 100 ,,
period1,sc01,t1611, 100 , 100 ,,
period1,sc01,t1612, 100 , 100 ,,
period1,sc01,t1613, 100 , 100 ,,
period1,sc01,t1614, 100 , 100 ,,
period1,sc01,t1615, 100 , 100 ,,
period1,sc01,t1616, 100 , 100 ,,
period1,sc01,t1617, 100 , 100 ,,
period1,sc01,t1618, 100 , 100 ,,
period1,sc01,t1619, 100 , 100 ,,
period1,sc01,t1620, 100 , 100 ,,
period1,sc01,t1621, 100 , 100 ,,
period1,sc01,t1622, 100 , 100 ,,
period1,sc01,t1623, 100 , 100 ,,
period1,sc01,t1624, 100 , 100 ,,
period1,sc01,t1625, 100 , 100 ,,
period1,sc01,t1626, 100 , 100 ,,
period1,sc01,t1627, 100 , 100 ,,
period1,sc01,t1628, 100 , 100 ,,
period1,sc01,t1629, 100 , 100 ,,
period1,sc01,t1630, 100 , 100 ,,
period1,sc01,t1631, 100 , 100 ,,
period1,sc01,t1632, 100 , 100 ,,
period1,sc01,t1633, 100 , 100 ,,
period1,sc01,t1634, 100 , 100 ,,
period1,sc01,t1635, 100 , 100 ,,
period1,sc01,t1636, 100 , 100 ,,
period1,sc01,t1637, 100 , 100 ,,
period1,sc01,t1638, 100 , 100 ,,
period1,sc01,t1639, 100 , 100 ,,
period1,sc01,t1640, 100 , 100 ,,
period1,sc01,t1641, 100 , 100 ,,
period1,sc01,t1642, 100 , 100 ,,
period1,sc01,t1643, 100 , 100 ,,
period1,sc01,t1644, 100 , 100 ,,
period1,sc01,t1645, 100 , 100 ,,
period1,sc01,t1646, 100 , 100 ,,
period1,sc01,t1647, 100 , 100 ,,
period1,sc01,t1648, 100 , 100 ,,
period1,sc01,t1649, 100 , 100 ,,
period1,sc01,t1650, 100 , 100 ,,
period1,sc01,t1651, 100 , 100 ,,
period1,sc01,t1652, 100 , 100 ,,
period1,sc01,t1653, 100 , 100 ,,
period1,sc01,t1654, 100 , 100 ,,
period1,sc01,t1655, 100 , 100 ,,
period1,sc01,t1656, 100 , 100 ,,
period1,sc01,t1657, 100 , 100 ,,
period1,sc01,t1658, 100 , 100 ,,
period1,sc01,t1659, 100 , 100 ,,
period1,sc01,t1660, 100 , 100 ,,
period1,sc01,t1661, 100 , 100 ,,
period1,sc01,t1662, 100 , 100 ,,
period1,sc01,t1663, 100 , 100 ,,
period1,sc01,t1664, 100 , 100 ,,
period1,sc01,t1665, 100 , 100 ,,
period1,sc01,t1666, 100 , 100 ,,
period1,sc01,t1667, 100 , 100 ,,
period1,sc01,t1668, 100 , 100 ,,
period1,sc01,t1669, 100 , 100 ,,
period1,sc01,t1670, 100 , 100 ,,
period1,sc01,t1671, 100 , 100 ,,
period1,sc01,t1672, 100 , 100 ,,
period1,sc01,t1673, 100 , 100 ,,
period1,sc01,t1674, 100 , 100 ,,
period1,sc01,t1675, 100 , 100 ,,
period1,sc01,t1676, 100 , 100 ,,
period1,sc01,t1677, 100 , 100 ,,
period1,sc01,t1678, 100 , 100 ,,
period1,sc01,t1679, 100 , 100 ,,
period1,sc01,t1680, 100 , 100 ,,
period1,sc01,t1681, 100 , 100 ,,
period1,sc01,t1682, 100 , 100 ,,
period1,sc01,t1683, 100 , 100 ,,
period1,sc01,t1684, 100 , 100 ,,
period1,sc01,t1685, 100 , 100 ,,
period1,sc01,t1686, 100 , 100 ,,
period1,sc01,t1687, 100 , 100 ,,
period1,sc01,t1688, 100 , 100 ,,
period1,sc01,t1689, 100 , 100 ,,
period1,sc01,t1690, 100 , 100 ,,
period1,sc01,t1691, 100 , 100 ,,
period1,sc01,t1692, 100 , 100 ,,
period1,sc01,t1693, 100 , 100 ,,
period1,sc01,t1694, 100 , 100 ,,
period1,sc01,t1695, 100 , 100 ,,
period1,sc01,t1696, 100 , 100 ,,
period1,sc01,t1697, 100 , 100 ,,
period1,sc01,t1698, 100 , 100 ,,
period1,sc01,t1699, 100 , 100 ,,
period1,sc01,t1700, 100 , 100 ,,
period1,sc01,t1701, 100 , 100 ,,
period1,sc01,t1702, 100 , 100 ,,
period1,sc01,t1703, 100 , 100 ,,
period1,sc01,t1704, 100 , 100 ,,
period1,sc01,t1705, 100 , 100 ,,
period1,sc01,t1706, 100 , 100 ,,
period1,sc01,t1707, 100 , 100 ,,
period1,sc01,t1708, 100 , 100 ,,
period1,sc01,t1709, 100 , 100 ,,
period1,sc01,t1710, 100 , 100 ,,
period1,sc01,t1711, 100 , 100 ,,
period1,sc01,t1712, 100 , 100 ,,
period1,sc01,t1713, 100 , 100 ,,
period1,sc01,t1714, 100 , 100 ,,
period1,sc01,t1715, 100 , 100 ,,
period1,sc01,t1716, 100 , 100 ,,
period1,sc01,t1717, 100 , 100 ,,
period1,sc01,t1718, 100 , 100 ,,
period1,sc01,t1719, 100 , 100 ,,
period1,sc01,t1720, 100 , 100 ,,
period1,sc01,t1721, 100 , 100 ,,
period1,sc01,t1722, 100 , 100 ,,
period1,sc01,t1723, 100 , 100 ,,
period1,sc01,t1724, 100 , 100 ,,
period1,sc01,t1725, 100 , 100 ,,
period1,sc01,t1726, 100 , 100 ,,
period1,sc01,t1727, 100 , 100 ,,
period1,sc01,t1728, 100 , 100 ,,
period1,sc01,t1729, 100 , 100 ,,
period1,sc01,t1730, 100 , 100 ,,
period1,sc01,t1731, 100 , 100 ,,
period1,sc01,t1732, 100 , 100 ,,
period1,sc01,t1733, 100 , 100 ,,
period1,sc01,t1734, 100 , 100 ,,
period1,sc01,t1735, 100 , 100 ,,
period1,sc01,t1736, 100 , 100 ,,
period1,sc01,t1737, 100 , 100 ,,
period1,sc01,t1738, 100 , 100 ,,
period1,sc01,t1739, 100 , 100 ,,
period1,sc01,t1740, 100 , 100 ,,
period1,sc01,t1741, 100 , 100 ,,
period1,sc01,t1742, 100 , 100 ,,
period1,sc01,t1743, 100 , 100 ,,
period1,sc01,t1744, 100 , 100 ,,
period1,sc01,t1745, 100 , 100 ,,
period1,sc01,t1746, 100 , 100 ,,
period1,sc01,t1747, 100 , 100 ,,
period1,sc01,t1748, 100 , 100 ,,
period1,sc01,t1749, 100 , 100 ,,
period1,sc01,t1750, 100 , 100 ,,
period1,sc01,t1751, 100 , 100 ,,
period1,sc01,t1752, 100 , 100 ,,
period1,sc01,t1753, 100 , 100 ,,
period1,sc01,t1754, 100 , 100 ,,
period1,sc01,t1755, 100 , 100 ,,
period1,sc01,t1756, 100 , 100 ,,
period1,sc01,t1757, 100 , 100 ,,
period1,sc01,t1758, 100 , 100 ,,
period1,sc01,t1759, 100 , 100 ,,
period1,sc01,t1760, 100 , 100 ,,
period1,sc01,t1761, 100 , 100 ,,
period1,sc01,t1762, 100 , 100 ,,
period1,sc01,t1763, 100 , 100 ,,
period1,sc01,t1764, 100 , 100 ,,
period1,sc01,t1765, 100 , 100 ,,
period1,sc01,t1766, 100 , 100 ,,
period1,sc01,t1767, 100 , 100 ,,
period1,sc01,t1768, 100 , 100 ,,
period1,sc01,t1769, 100 , 100 ,,
period1,sc01,t1770, 100 , 100 ,,
period1,sc01,t1771, 100 , 100 ,,
period1,sc01,t1772, 100 , 100 ,,
period1,sc01,t1773, 100 , 100 ,,
period1,sc01,t1774, 100 , 100 ,,
period1,sc01,t1775, 100 , 100 ,,
period1,sc01,t1776, 100 , 100 ,,
period1,sc01,t1777, 100 , 100 ,,
period1,sc01,t1778, 100 , 100 ,,
period1,sc01,t1779, 100 , 100 ,,
period1,sc01,t1780, 100 , 100 ,,
period1,sc01,t1781, 100 , 100 ,,
period1,sc01,t1782, 100 , 100 ,,
period1,sc01,t1783, 100 , 100 ,,
period1,sc01,t1784, 100 , 100 ,,
period1,sc01,t1785, 100 , 100 ,,
period1,sc01,t1786, 100 , 100 ,,
period1,sc01,t1787, 100 , 100 ,,
period1,sc01,t1788, 100 , 100 ,,
period1,sc01,t1789, 100 , 100 ,,
period1,sc01,t1790, 100 , 100 ,,
period1,sc01,t1791, 100 , 100 ,,
period1,sc01,t1792, 100 , 100 ,,
period1,sc01,t1793, 100 , 100 ,,
period1,sc01,t1794, 100 , 100 ,,
period1,sc01,t1795, 100 , 100 ,,
period1,sc01,t1796, 100 , 100 ,,
period1,sc01,t1797, 100 , 100 ,,
period1,sc01,t1798, 100 , 100 ,,
period1,sc01,t1799, 100 , 100 ,,
period1,sc01,t1800, 100 , 100 ,,
period1,sc01,t1801, 100 , 100 ,,
period1,sc01,t1802, 100 , 100 ,,
period1,sc01,t1803, 100 , 100 ,,
period1,sc01,t1804, 100 , 100 ,,
period1,sc01,t1805, 100 , 100 ,,
period1,sc01,t1806, 100 , 100 ,,
period1,sc01,t1807, 100 , 100 ,,
period1,sc01,t1808, 100 , 100 ,,
period1,sc01,t1809, 100 , 100 ,,
period1,sc01,t1810, 100 , 100 ,,
period1,sc01,t1811, 100 , 100 ,,
period1,sc01,t1812, 100 , 100 ,,
period1,sc01,t1813, 100 , 100 ,,
period1,sc01,t1814, 100 , 100 ,,
period1,sc01,t1815, 100 , 100 ,,
period1,sc01,t1816, 100 , 100 ,,
period1,sc01,t1817, 100 , 100 ,,
period1,sc01,t1818, 100 , 100 ,,
period1,sc01,t1819, 100 , 100 ,,
period1,sc01,t1820, 100 , 100 ,,
period1,sc01,t1821, 100 , 100 ,,
period1,sc01,t1822, 100 , 100 ,,
period1,sc01,t1823, 100 , 100 ,,
period1,sc01,t1824, 100 , 100 ,,
period1,sc01,t1825, 100 , 100 ,,
period1,sc01,t1826, 100 , 100 ,,
period1,sc01,t1827, 100 , 100 ,,
period1,sc01,t1828, 100 , 100 ,,
period1,sc01,t1829, 100 , 100 ,,
period1,sc01,t1830, 100 , 100 ,,
period1,sc01,t1831, 100 , 100 ,,
period1,sc01,t1832, 100 , 100 ,,
period1,sc01,t1833, 100 , 100 ,,
period1,sc01,t1834, 100 , 100 ,,
period1,sc01,t1835, 100 , 100 ,,
period1,sc01,t1836, 100 , 100 ,,
period1,sc01,t1837, 100 , 100 ,,
period1,sc01,t1838, 100 , 100 ,,
period1,sc01,t1839, 100 , 100 ,,
period1,sc01,t1840, 100 , 100 ,,
period1,sc01,t1841, 100 , 100 ,,
period1,sc01,t1842, 100 , 100 ,,
period1,sc01,t1843, 100 , 100 ,,
period1,sc01,t1844, 100 , 100 ,,
period1,sc01,t1845, 100 , 100 ,,
period1,sc01,t1846, 100 , 100 ,,
period1,sc01,t1847, 100 , 100 ,,
period1,sc01,t1848, 100 , 100 ,,
period1,sc01,t1849, 100 , 100 ,,
period1,sc01,t1850, 100 , 100 ,,
period1,sc01,t1851, 100 , 100 ,,
period1,sc01,t1852, 100 , 100 ,,
period1,sc01,t1853, 100 , 100 ,,
period1,sc01,t1854, 100 , 100 ,,
period1,sc01,t1855, 100 , 100 ,,
period1,sc01,t1856, 100 , 100 ,,
period1,sc01,t1857, 100 , 100 ,,
period1,sc01,t1858, 100 , 100 ,,
period1,sc01,t1859, 100 , 100 ,,
period1,sc01,t1860, 100 , 100 ,,
period1,sc01,t1861, 100 , 100 ,,
period1,sc01,t1862, 100 , 100 ,,
period1,sc01,t1863, 100 , 100 ,,
period1,sc01,t1864, 100 , 100 ,,
period1,sc01,t1865, 100 , 100 ,,
period1,sc01,t1866, 100 , 100 ,,
period1,sc01,t1867, 100 , 100 ,,
period1,sc01,t1868, 100 , 100 ,,
period1,sc01,t1869, 100 , 100 ,,
period1,sc01,t1870, 100 , 100 ,,
period1,sc01,t1871, 100 , 100 ,,
period1,sc01,t1872, 100 , 100 ,,
period1,sc01,t1873, 100 , 100 ,,
period1,sc01,t1874, 100 , 100 ,,
period1,sc01,t1875, 100 , 100 ,,
period1,sc01,t1876, 100 , 100 ,,
period1,sc01,t1877, 100 , 100 ,,
period1,sc01,t1878, 100 , 100 ,,
period1,sc01,t1879, 100 , 100 ,,
period1,sc01,t1880, 100 , 100 ,,
period1,sc01,t1881, 100 , 100 ,,
period1,sc01,t1882, 100 , 100 ,,
period1,sc01,t1883, 100 , 100 ,,
period1,sc01,t1884, 100 , 100 ,,
period1,sc01,t1885, 100 , 100 ,,
period1,sc01,t1886, 100 , 100 ,,
period1,sc01,t1887, 100 , 100 ,,
period1,sc01,t1888, 100 , 100 ,,
period1,sc01,t1889, 100 , 100 ,,
period1,sc01,t1890, 100 , 100 ,,
period1,sc01,t1891, 100 , 100 ,,
period1,sc01,t1892, 100 , 100 ,,
period1,sc01,t1893, 100 , 100 ,,
period1,sc01,t1894, 100 , 100 ,,
period1,sc01,t1895, 100 , 100 ,,
period1,sc01,t1896, 100 , 100 ,,
period1,sc01,t1897, 100 , 100 ,,
period1,sc01,t1898, 100 , 100 ,,
period1,sc01,t1899, 100 , 100 ,,
period1,sc01,t1900, 100 , 100 ,,
period1,sc01,t1901, 100 , 100 ,,
period1,sc01,t1902, 100 , 100 ,,
period1,sc01,t1903, 100 , 100 ,,
period1,sc01,t1904, 100 , 100 ,,
period1,sc01,t1905, 100 , 100 ,,
period1,sc01,t1906, 100 , 100 ,,
period1,sc01,t1907, 100 , 100 ,,
period1,sc01,t1908, 100 , 100 ,,
period1,sc01,t1909, 100 , 100 ,,
period1,sc01,t1910, 100 , 100 ,,
period1,sc01,t1911, 100 , 100 ,,
period1,sc01,t1912, 100 , 100 ,,
period1,sc01,t1913, 100 , 100 ,,
period1,sc01,t1914, 100 , 100 ,,
period1,sc01,t1915, 100 , 100 ,,
period1,sc01,t1916, 100 , 100 ,,
period1,sc01,t1917, 100 , 100 ,,
period1,sc01,t1918, 100 , 100 ,,
period1,sc01,t1919, 100 , 100 ,,
period1,sc01,t1920, 100 , 100 ,,
period1,sc01,t1921, 100 , 100 ,,
period1,sc01,t1922, 100 , 100 ,,
period1,sc01,t1923, 100 , 100 ,,
period1,sc01,t1924, 100 , 100 ,,
period1,sc01,t1925, 100 , 100 ,,
period1,sc01,t1926, 100 , 100 ,,
period1,sc01,t1927, 100 , 100 ,,
period1,sc01,t1928, 100 , 100 ,,
period1,sc01,t1929, 100 , 100 ,,
period1,sc01,t1930, 100 , 100 ,,
period1,sc01,t1931, 100 , 100 ,,
period1,sc01,t1932, 100 , 100 ,,
period1,sc01,t1933, 100 , 100 ,,
period1,sc01,t1934, 100 , 100 ,,
period1,sc01,t1935, 100 , 100 ,,
period1,sc01,t1936, 100 , 100 ,,
period1,sc01,t1937, 100 , 100 ,,
period1,sc01,t1938, 100 , 100 ,,
period1,sc01,t1939, 100 , 100 ,,
period1,sc01,t1940, 100 , 100 ,,
period1,sc01,t1941, 100 , 100 ,,
period1,sc01,t1942, 100 , 100 ,,
period1,sc01,t1943, 100 , 100 ,,
period1,sc01,t1944, 100 , 100 ,,
period1,sc01,t1945, 100 , 100 ,,
period1,sc01,t1946, 100 , 100 ,,
period1,sc01,t1947, 100 , 100 ,,
period1,sc01,t1948, 100 , 100 ,,
period1,sc01,t1949, 100 , 100 ,,
period1,sc01,t1950, 100 , 100 ,,
period1,sc01,t1951, 100 , 100 ,,
period1,sc01,t1952, 100 , 100 ,,
period1,sc01,t1953, 100 , 100 ,,
period1,sc01,t1954, 100 , 100 ,,
period1,sc01,t1955, 100 , 100 ,,
period1,sc01,t1956, 100 , 100 ,,
period1,sc01,t1957, 100 , 100 ,,
period1,sc01,t1958, 100 , 100 ,,
period1,sc01,t1959, 100 , 100 ,,
period1,sc01,t1960, 100 , 100 ,,
period1,sc01,t1961, 100 , 100 ,,
period1,sc01,t1962, 100 , 100 ,,
period1,sc01,t1963, 100 , 100 ,,
period1,sc01,t1964, 100 , 100 ,,
period1,sc01,t1965, 100 , 100 ,,
period1,sc01,t1966, 100 , 100 ,,
period1,sc01,t1967, 100 , 100 ,,
period1,sc01,t1968, 100 , 100 ,,
period1,sc01,t1969, 100 , 100 ,,
period1,sc01,t1970, 100 , 100 ,,
period1,sc01,t1971, 100 , 100 ,,
period1,sc01,t1972, 100 , 100 ,,
period1,sc01,t1973, 100 , 100 ,,
period1,sc01,t1974, 100 , 100 ,,
period1,sc01,t1975, 100 , 100 ,,
period1,sc01,t1976, 100 , 100 ,,
period1,sc01,t1977, 100 , 100 ,,
period1,sc01,t1978, 100 , 100 ,,
period1,sc01,t1979, 100 , 100 ,,
period1,sc01,t1980, 100 , 100 ,,
period1,sc01,t1981, 100 , 100 ,,
period1,sc01,t1982, 100 , 100 ,,
period1,sc01,t1983, 100 , 100 ,,
period1,sc01,t1984, 100 , 100 ,,
period1,sc01,t1985, 100 , 100 ,,
period1,sc01,t1986, 100 , 100 ,,
period1,sc01,t1987, 100 , 100 ,,
period1,sc01,t1988, 100 , 100 ,,
period1,sc01,t1989, 100 , 100 ,,
period1,sc01,t1990, 100 , 100 ,,
period1,sc01,t1991, 100 , 100 ,,
period1,sc01,t1992, 100 , 100 ,,
period1,sc01,t1993, 100 , 100 ,,
period1,sc01,t1994, 100 , 100 ,,
period1,sc01,t1995, 100 , 100 ,,
period1,sc01,t1996, 100 , 100 ,,
period1,sc01,t1997, 100 , 100 ,,
period1,sc01,t1998, 100 , 100 ,,
period1,sc01,t1999, 100 , 100 ,,
period1,sc01,t2000, 100 , 100 ,,
period1,sc01,t2001, 100 , 100 ,,
period1,sc01,t2002, 100 , 100 ,,
period1,sc01,t2003, 100 , 100 ,,
period1,sc01,t2004, 100 , 100 ,,
period1,sc01,t2005, 100 , 100 ,,
period1,sc01,t2006, 100 , 100 ,,
period1,sc01,t2007, 100 , 100 ,,
period1,sc01,t2008, 100 , 100 ,,
period1,sc01,t2009, 100 , 100 ,,
period1,sc01,t2010, 100 , 100 ,,
period1,sc01,t2011, 100 , 100 ,,
period1,sc01,t2012, 100 , 100 ,,
